id;artist;album
-PdB0GnBrtU;wavves;afraid of heights
yuMJBV-efV8;lapalux;nostalchic
6KelOf9JfaY;kvelertak;meir
e_c7Fh4dL0c;bonobo;the north borders
Q7UfcEtU8AM;the drones;i see seaweed
POLivKAD5wg;ken mode;entrench
ylHizJmmJM4;justin timberlake;the 20/20 experience
1wcik0kXxng;david bowie;the next day
plxG23-nifs;the strokes;comedown machine
aEPCT7qnE04;dope body;saturday ep
8cyqJakd27c;nails;abandon all life
THDwpjCNaSY;vampire weekend;"""step"" / ""diane young"" track s"
mHicFE6i0nE;rhye;woman
04flJC_4pv8;autechre;exai
Fm8qgVeig3g;the men;new moon
aDn2lSqXhe4;shlohmo;laid out ep
mP7tl9-luZE;steven wilson;the raven that refused to sing (and other stories)
sVKjoQMZCfU;czarface;titled
3Ckbk-P7JxM;darkthrone;the underground resistance
C6ptrREuJGA;strfkr;miracle mile
-E3BVFqsD2s;grave babies;crusher
UkJfb2np5JA;clipping;midcity
DyJKBHILnx8;atoms for peace;amok
p0-ZLyefddQ;iceage;you're nothing
tJqnPRuIdmQ;nick cave and the bad seeds;push the sky away
KbSMVxEPb-8;beach fossils;clash the truth
Rv3qVx2fUCU;portal;vexovoid
VOBkVDol1zw;tyler, the creator;"""domo 23"" track"
rqhDWs4-Pxc;baauer;"""harlem shake"" track"
yBGd3VCdqII;grouper;the man who died in his boat
XiSU9xDyJc0;pissed jeans;honeys
IV0FxPl098Y;foals;holy fire
VysUDwL62z4;veronica falls;waiting for something to happen
Ki_jLJWcCYI;the underachievers;indigoism
EEY6WYtxZFQ;my bloody valentine;mbv
1WnqvDivfDg;unknown mortal orchestra;ii
Fcw5GlQwoXE;dumbo gets mad;quantum leap
NczoVKmb1xs;cakes da killa;the eulogy
S8WH_9n6x9w;tegan and sara;heartthrob
zxbcZUAP1nc;tomahawk;oddfellows
fS-cFt887Po;california x;titled
uLVuvJY_AkY;the strokes;"""one way trigger"" track"
TJbUkULlkMk;local natives;hummingbird
5WPD-GvKG3w;buke and gase;general dome
CYCHwDRCm2I;comadre;titled
XRYppTnvr7g;ttng (this town needs guns);13.0.0.0.0
spFbZHM9pjY;nosaj thing;home
FgYUNnepnzE;cult of luna;vertikal
K27cGZKlxJo;villagers;{awayland}
o6bkUlYcLD8;foxygen;we are the 21st century ambassadors of peace & magic
Ls07Jjbo_O0;yo la tengo;fade
jHUsBoVOxzE;toro y moi;anything in return
P__GsC98jPw;the progressive era;peep: the aprocalypse
Zel8mYBDrZg;circles takes the square;decompositions: volume number one
4ZFpIxySk6w;a$ap rocky;long.live.a$ap
Aq-kK9XNebo;milo;things that happen at day / things that happen at night ep
5XfIPy6iJsw;miles davis;bitches brew
iG_0Exs9jTQ;my bloody valentine;loveless
CEpKouCO6L8;king crimson;in the court of the crimson king
-7_UEorW3Vg;dead kennedys;plastic surgery disasters
u7JPMQkVuMo;madvillain;madvillainy
nfoc1wvKUHc;sufjan stevens;silver & gold
qEQV9tWfnEU;lianne la havas;is your love big enough?
K8OJ5BC-7Xg;burial;truant / rough sleeper ep
0fRWxAV3Eik;chief keef;finally rich
fGIJCX1Yitc;the game;jesus piece
tXGSh8nk2b4;miguel;kaleidoscope dream
9F0z05m0oM0;p.o.s;we don't even live here
rJLVNSw3hDU;roomful of teeth;titled
DtTUPKKeU8c;dragged into sunlight;widowmaker
yGrlhEmZZVc;scott walker;bish bosch
qrfnaR4adiI;wu;titled
hFP3nE2MB0E;code orange kids;love is love // return to dust
kbmrV7CIa28;heems;wild water kingdom
f0D9IyyeEEU;macintosh plus;floral shoppe
nakdorPK09o;angel olsen;half way home
jEZ5gdmUa4w;bad brains;into the future
lMMpw5VCywc;tim hecker and daniel lopatin;instrumental tourist
DNzZfBfBjoU;the evens;the odds
aVCMiepR6wA;captain murphy;duality
1X9VpeohkLY;holly herndon;movement
nga4paDJ6c0;goat;world music
1GyJexedwEU;action bronson and the alchemist;rare chandeliers
cOlx2JNEe0I;vessel;order of noise
p_dtw1AgXZE;ratking;wiki93 ep
zYx3RYer3V8;deftones;koi no yokan
HZswTkpdlfs;jessica pratt;titled
XtGC_QIIHnc;crystal castles;(iii)
h7nbd-Cg-CY;brian eno;lux
bZtoB_Jf5CY;bat for lashes;the haunted man
tCcwnP9IPs4;the secret;agnus dei
68yux0jIEn4;titus andronicus;local business
u3ebepStQyc;neurosis;honor found in decay
QurcyHLpCEQ;pile;dripping
IIwrQVPYaLk;black moth super rainbow;cobra juicy
ruUkn7A1nQs;the soft moon;zeros
hWxnq5EYbZU;the bad plus;made possible
2Ad2VVgVBnc;mac demarco;2
wA8kYFNE5IU;andy stott;luxury problems
1Qy-Gs9hMq0;chelsea wolfe;unknown rooms: a collection of acoustic songs
akZkPoJwEek;hoax;3rd ep ep
Z7wMOFelXjY;pig destroyer;book burner
zjJprluULvI;3:33;in the middle of infinity
w_6tcxol2J0;karriem riggins;alone together
VUUxtEQLAiQ;kendrick lamar;good kid, m.a.a.d. city
gmM4mXdYuho;blu & exile;give me my flowers while i can still smell them
K-VeGR63e78;daphni;jiaolong
_JtSBVS1GkA;between the buried and me;the parallax ii: future sequence
P0RZxerD8m4;john frusciante;pbx funicular intaglio zone
MzLUol6iVUA;converge;all we love we leave behind
adyBTyBBOTM;godspeed you! black emperor;'allelujah! don't bend! ascend!
r3K4-d_XQaw;macklemore and ryan lewis;the heist
hBKOobrNh9Y;the mountain goats;transcendental youth
f7crV1BXXVg;tame impala;lonerism
9UMVPr-4WiM;mellowhype;numbers
q467HO8EEFw;metz;titled
niiR7Lsq-1o;death grips;no love deep web
_TZBdHjgMxI;alt;an awesome wave
zZsgsn_fUao;muse;the 2nd law
oerGu27kun8;mumford & sons;babel
9QmHTioUUaE;efterklang;piramida
Bois5gUeMQI;deerhoof;breakup song
LBnUyWddjsM;flying lotus;until the quiet comes
orJVZPz8XXU;dark time sunshine;anx
YYjbcGzONkc;various artists;cruel summer compilation
DMzJ6KkJz_g;lupe fiasco;food & liquor 2: the great american rap  pt. 1
SjFIvCue6oE;the gaslamp killer;breakthrough
aUClt-ivlH0;title fight;floral green
sR8LEe8pjMs;how to dress well;total loss
eR0cWuLWhzo;david byrne & st. vincent;love this giant
0Kb4w7dGSN0;dinosaur jr.;i bet on sky
CIqPtFREokI;lil b;california boy rare track
HcE__4Fv5Hk;grizzly bear;shields
qni6vhBYrBc;woods;bend beyond
fg_z_80Frfw;ondatrópica;titled
_gGv4ZYuTeA;krallice;years past matter
aHhY1flRwVM;the xx;coexist
bcDvYDiTthk;atoms for peace;"""default"" track"
rif2C3Xd5kM;death grips;"""@deathgripz"" track"
RHEI2gRzfPU;dan deacon;america
RNOWaELu2TM;mount eerie;ocean roar
fLFHoY01a_w;jens lekman;i know what love isn't
MaD8AyoDcRc;animal collective;centipede hz
tHcJpaXm0AQ;murder construct;results
owZQq8IU8oA;holy other;held
CS4HP_-HEdI;four tet;pink compilation
BFCQItmLjww;slaughterhouse;welcome to: our house
96slWZRmBWU;a$ap mob;lord$ never worry   (mixtape, really)
ZAKIxgzgNJ8;swans;the seer
U-MRU5VBrWY;the faceless;autotheism
vdIL2Slt9yM;matthew dear;beams
5WlUMxDtLqY;bloc party;four
fSB9Wy0-Ps4;wild nothing;nocturne
aAK0fVxfOUU;jessie ware;devotion
JoewSimddUg;eprom;metahuman
cJ5TedT9ZNA;jj doom;key to the kuffs
W45ddJvxOUY;xibalba;hasta la muerte
UShpz0i0k8w;2 chainz;based on a t.r.u. story
wX4OumIpl-Q;muse;"""the 2nd law: unsustainable"" track"
ifoZ_rbwR_U;parquet courts;light up gold
Iy4We7f42DY;ariel pink's haunted graffiti;mature themes
vu_Busuilos;niki and the dove;instinct
c42Yr9yXzdk;r. stevie moore;lo fi hi fives compilation
bxkMo9ECakI;domo genesis;no idols
pRL_6Lf9Xrg;om;advaitic songs
zFg1j6oSiBo;passion pit;gossamer
5WlRFlH5oRI;nachtmystium;silencing machine
eL1w_-MzMWE;animal collective;today's supernatural track
CTTmj5V5h_M;rick ross;god forgives, i don't
J6xkvLGQbAU;guardian alien;see the world given to a one love entity
EgWwC0rGDzo;crystal castles;plague track
SerNPTbrF84;purity ring;shrines
mVtFxatTLgU;gnaw their tongues;eschatological scatology
sjZJoRTOKr0;tnght;titled ep
KK8243vkLQ8;mission of burma;unsound
jO5gV6w8epQ;aesop rock;skelethon
q6T1zppObmA;holograms;titled
42RML92tDyQ;nas;life is good
Q94LHgvb7vs;wreck and reference;no youth
u1uuvuAe8Xg;baroness;yellow and green
RG8FKXlGdBU;frank ocean;channel orange
J17fzL6a-lw;twin shadow;confess
NImDLA14kHs;foxygen;take the kids off broadway ep
qnzAw1QuayE;h;cocody ep
_7eIJDRGBb0;dirty projectors;swing lo magellan
CHhdSJLmdu8;rush;clockwork angels
mgDP2G2USzQ;spaceghostpurrp;mysterious phonk: the chronicles of spvcxxghxztpvrrp
blVUxudkFYM;deathspell omega;drought ep
Y8_RPvxcJ80;hot chip;in our heads
j2VypHw0AD4;old man gloom;no
G-jE0gcdL9w;ty segall band;hair  s
7rw9WkF4lPY;open mike eagle;4nml hsptl
GX0CdRiz9xY;the smashing pumpkins;oceania
XQbBEdzZbaU;metric;synthetica
ktsk_xYWl7s;curren$y;the stoned immaculate
-2BfsmZSyD8;bobby womack;the bravest man in the universe
A6dKpFq0IxU;fiona apple;the idler wheel...
--YnsRamkzc;joey bada$$;1999
hv65cRcTDes;suns;the engine room
HJS6uAN23rM;kreator;phantom antichrist
b6_aekrjI_k;clams casino;instrumentals 2
_Fdv0XkbgSE;iamamiwhoami;kin
Vsb5OhJILf8;the tallest man on earth;there's no leaving now
-NI4-QvHv9M;recondite;on acid
zhYKXT3l69Y;liars;wixiw
6j-L50IZEZg;neil young & crazy horse;americana
u-wCVuxgRVE;japandroids;celebration rock
IGVvYilN48I;black breath;sentenced to life
5dX5az_Sn2w;big k.r.i.t.;live from the underground
39G4QwnUOzw;sigur rós;valtari
WSmr798qF3U;foxygen;"""make it known"" track"
uQEaJknSSXI;el;cancer for cure
V4RJ0eOZiXE;cerce;r
60d5MYBMAns;mount eerie;clear moon
bQ04LrK4epI;best coast;the only place
bfeusyA-J5k;dope body;natural history
E3kvrf4mO4g;killer mike;r.a.p. music
zxs4h0ABJMI;marilyn manson;born villain
A3yRUFSyWBw;mac miller;macadelic
tAXqMlMoyg8;ab;control system
jUYWMOOUY08;squarepusher;ufabulum
S9Up_xgbZaQ;beach house;bloom
XZ3LM0xjcPA;mewithoutyou;ten stories
53BsdCokZ0A;animal collective;"""honeycomb"" and ""gotham"" track s"
eboBBDS-Klw;b.o.b.;strange clouds
6fW1KL8qmzs;lone;galaxy garden
RqwXttWKaAU;off!;titled
BtV3qoHqVkI;dweller on the threshold;titled
KonQ_39B0uU;billy woods;history will absolve me
c1LHWTKqFcI;torche;harmonicraft
3Fw_fariB2A;actress;r.i.p.
XxbkE90hv38;white suns;sinews
vcTtK_FlGsU;jack white;blunderbuss
Sx7w_3vZ3F4;battles;dross glop
mK54P7VeM1g;death grips;the money store
LmFqBFeGADM;moonface;with siinai: heartbreaking bravery
fyGK13tSjsc;quakers;titled
JBKPJ5VUbr8;spiritualized;sweet heart sweet light
uvHLmv_WdIA;black dice;mr. impossible
63hrqTPY-KM;lotus plaza;spooky action at a distance
PVvWk4Vko6Q;dr. john;locked down
VpLANug-ClI;kindness;world, you need a change of mind
XmSktY7RhAE;willis earl beal;acousmatic sorcery
5x77EWbpJnc;chromatics;kill for love
e2g9_YXxfY0;badbadnotgood;bbng2
tHsdqsUxR3Q;high on fire;de vermis mysteriis
RE9pUpdFmeE;meshuggah;koloss
TlLz3R4O1EI;daniel rossen;silent hour / golden mile ep
RJDxHb5bsWc;the mars volta;noctourniquet
lQkaU6wMgaM;the shins;port of morrow
7rB4Qc-MRks;theesatisfaction;awe naturale
T2Dodo3pAtc;unsane;wreck
HxmQFplBmSI;ofwgkta;the of tape vol. 2
Y_5jlhMZwEM;soap&skin;narrow
4X8MvSNS1j4;the men;open your heart
6xc2uTO9v_Y;the magnetic fields;love at the bottom of the sea
mbmpyvyIj3A;big k.r.i.t.;4evanaday
OfNsxzM4yRM;evian christ;kings and them compilation
FnA5YRQwvRk;wzrd;wzrd
llsGRWq4K8M;christian mistress;possession
e6NEZa-sXjw;gorillaz;"""doyathing"" track"
m3vJf5nPLAE;milo;"""prince abakaliki of nigeria needs your help"" track"
5n5X5kQmnBw;pallbearer;sorrow and extinction
X-VSXW3qthQ;sleigh bells;reign of terror
GBp40M6WMxA;perfume genius;put your back n 2 it
mwX3u3tG9bQ;grimes;visions
Wjc0FV3AAgM;goatwhore;blood for the master
_OccjaZSDHI;tennis;young & old
roeyTQmPbWw;burial;kindred ep
dfzAuvtWVYk;earth;angels of darkness, demons of light ii
BkehXdTfF38;portico quartet;portico quartet
ew9pSl1vJP0;lapalux;when you're gone ep
E9V9AkezyRQ;sharon van etten;tramp
8Mxjjefgprw;shlohmo;vacation ep
zvvISXU7YaQ;a place to bury strangers;onwards to the wall ep
qjKuzGK04GY;leonard cohen;old ideas
h_jZvILNGzo;of montreal;paralytic stalks
uOqCnL0MEPw;loma prieta;i.v.
wktzFuTHqls;john talabot;fin
Hll4l4aAyhY;the maccabees;given to the wild
mzyin0buNks;lana del rey;born to die
dHOHrx-p9sc;heems;nehru jackets
fUYvPM4dYBo;pop. 1280;the horror
nYcnhe_y21g;lamb of god;resolution
sVjHl5LdLco;chairlift;something
MEvzOm8XUgo;gonjasufi;mu.zz.le
bEj3GUmhci4;firstaid kit;the lion's roar
bhBkb4ayfVY;young fathers;tape one ep
ITVA5ALfEiE;schoolboy q;habits & contradictions
V3TEU7FBXC4;cloud nothings;attack on memory
4EzQRbeLeXk;the act of estimating as worthless;amongst these splintered minds...
zy-vcDvAJ6U;the shins;"""simple song"" track"
OB31JSo1MPU;charlie haden & hank jones;come sunday
K-ZiSFmbAA0;ceremony;"""hysteria"" track"
kgOFgQLoPgg;alcest;les voyages de l'âme
0bCcHtQerqE;zammuto;idiom wind ep
nuRLRQl0tZ8;the weeknd;echoes of silence
U78NIj16Ou0;guided by voices;let's go eat the factory
VhsLsnnCaMU;the internet;purple naked ladies
IB4kTLN15y0;neutral milk hotel;in the aeroplane over the sea
oqWkfcdYvvs;wu;tang: 36 chambers
MCu9UD2aVlw;frank zappa;hot rats
-80PEYVeI4E;godspeed you! black emperor;lift yr. skinny fists like antennas to heaven!
7UbRxK4qMRs;cass mccombs;humor risk
eATcLAOGxro;badbadnotgood;rotten decay track
XmgynYpKSVg;the roots;undun
rwAHEPfpiOI;cormorant;dwellings
_Ca1LFIih3k;nujabes;spiritual state
oyr32v8ibE4;jacaszek;glimmer
Q5d9O8CPh7w;the black keys;el camino
J10Fov5VEP8;comet gain;howl of the lonely crowd
UHFFlrSZF-U;oneohtrix point never;replica
XmxL81mXR2I;red horse;titled
W31Mox0Ez1U;yelawolf;radioactive
jR4A97iLRxg;the spits;the spits
ImsHI_Z6T2I;the log.os;λόγος
iRG4w5x2vV8;vektor;outer isolation
PiuMwOAX72U;kate bush;50 words for snow
g01hbKaIfg4;cynic;based anatomy ep
5H69rSUADF0;mac miller;blue slide park
jtT_ilEovl0;wale;ambition
oeiWtWcROvo;king krule;king krule ep
G-Rnu8q8fSI;crystal stilts;radiant door ep
CxT49-YpUNc;drake;take care
Z9qBtOaCRzc;pianos become the teeth;the lack long after
vOrHGz2U-zA;atlas sound;parallax
EGFCKb5PfDA;childish gambino;camp
YvcQAEJ6AvU;david lynch;crazy clown time
uEINRdIFHK0;ghoul;transmission zero
CPVjp0i3WPQ;my brightest diamond;all things will unwind
NHnS2gDJEPY;asap rocky;livelovea$ap
rgIESOp7WCM;the strange boys;live music
RUNnXRjmGoQ;lou reed and metallica;lulu
8PqLOyHA7BI;oblivionized;abhorrent evolution ep
1_d3YFEGeCQ;milo;i wish my brother rob was here
X7eK8bLJEMo;black milk & danny brown;black & brown ep
YH36huOO0HE;justice;audio, video, disco
7VEeJ02y0H4;the field;looping state of mind
cYpnHONNf1k;tom waits;bad as me
KGLwTJ47stQ;m83;hurry up, we're dreaming
JknqyWg0Vrs;kuedo;severant
xZnmheQqgUs;absu;abzu
e9lo6CiLlU4;björk;biophilia
fU1YnAn4lWY;civil civic;rules
bvq9_gEwE9A;rustie;glass swords
xt8IbWk9eSQ;feist;metals
y38fLimjzQI;mr. muthafuckin' exquire;lost in translation
QSMwuVqBQeA;james blake;enough thunder
yxTPfKspFl8;la dispute;wildlife
BXralORhPus;teenage cool kids;denton after sunset
JeIw4S0_mKU;wilco;the whole love
1EuXsp4iqZw;9th wonder;the wonder years
NLVxe2Evtkk;j. cole;cole world: the sideline story
A96ENM-zcnE;badbadnotgood;bbng
ApMeFBLy3v0;mastodon;the hunter
2c5KCsYiYoY;wild flag;titled
NvFPmfdppYg;opeth;heritage
pOI3xkXoId0;andrew jackson jihad;knife man
OmUdajuMIns;veronica falls;titled
yvjxdtcLVfI;das racist;relax
lKwifoAnEFo;you're not ing: blink;182, the game, foster the people, and more
7KSn_S1rMIU;neon indian;era extraña
JGeLYl3kkmg;st. vincent;strange mercy
axVo2kNjKXc;wolves in the throne room;celestial lineage
wFKoYmiTws4;the men;leave home
a9TwaFehPHo;thundercat;the golden age of apocalypse
MbLt2Qgl350;girls;father, son, holy ghost
e9cxD4xYB_M;the drums;portamento
_Fh9EiKr9iU;shlohmo;bad vibes
rXgxJk5dBS8;hella;tripper
mk43w6R5vW4;lil wayne;tha carter iv
QTR2Gxt4Hmc;red hot chili peppers;i'm with you
d8kP_uGxNfc;giles corey;giles corey
aAKCV2xq4ak;apathy;honkey kong
DPeE28Fb_L8;danny brown;xxx
KXUyCz1rYM0;active child;you are all i see
dnYa0GqNk8M;africa hitech;93 million miles
IqaUt85GOH4;the war on drugs;slave ambient
FMhrhf5kENY;chelsea wolfe;ἀποκάλυψις (apocalypse / apokalypsis)
aGZqWwuLdjA;feist;"""how come you never go there"" track"
1G57MNa37Nc;rival sons;pressure & time
L8adbT0u1rA;cerebral ballzy;cerebral ballzy
7hpw4H18k3M;matana roberts;coin coin chapter one: gens de couleur libres
HLMuUZhHZqE;kanye west & jay;watch the throne
z_dFxCKsLvg;beirut;the rip tide
TyynHvJiG_4;various artists;brand new wayo compilation
E_WWgVVeFjs;theophilus london;timez are weird these days   (dead end hip hop & the needle drop)
TR7xn0tJ-7E;hudson mohawke;satin panthers ep
PaWQFOJ7D4o;machinedrum;room(s)
hN5hDEvNMGU;unknown mortal orchestra;titled
SaiXRdS1gl0;disma;towards the megalith
-nG5Q3kMgq8;mellowhype;blackenedwhite
LK5U4DeBO_o;little dragon;ritual union
TyGMJtRPF78;they might be giants;join us
GVCgXaptRqY;4 s: m83 / kanye west & jay;z / the drums / jeff the brotherhood
Uknh7QaW87Y;portugal. the man;in the mountain in the cloud
Lu7PAAopMyY;toxic holocaust;conjure and command
-jvtyvMWE88;the cool kids;when fish ride bicycles
xiS0XwgBmmA;touche amore;parting the sea between brightness and me
BrT6sEYrXew;zombi;escape velocity
6mqaOPpyIsc;the horrors;skying
w9iUTLxA2_0;washed out;within and without
1nYHyZgD5zM;kendrick lamar;section.80
45xt7d6L538;limp bizkit;gold cobra
Wp20Qxx2lOc;ulcerate;the destroyers of all
zEHPgX9w9R4;herman dune;strange moosic
KwTAPEe6A1A;lil b;i'm gay (i'm happy)
2zmWqxEUYiE;samiyam;sam baker's
-f4DyUGCg0w;shabazz palaces;black up
nyrKpKxqGX8;bjork;"""crystalline"" track"
dFa1CV4IzhM;cults;cults
6p3xVcQZuCY;sbtrkt;sbtrkt
wgqY757V0-Y;iceage;new brigade
j_LB2pqybaM;bon iver;bon iver
6RCLxGb4BPE;bad meets evil;"hell: the sequel ep  (eminem & royce da 5'9"")"
WIX13DiXBe8;blood ceremony;living with the ancients
kR3sN2WTOh8;wu lyf;go tell fire to the mountain
1J2Fi3fiN7s;poor lily;titled
K-J6VwasuOg;fucked up;david comes to life
zWDo8gGwRfk;battles;gloss drop
9_qPevj08xM;snake oil;snake oil
y39aOgNMgik;arctic monkeys;suck it and see
CrnkL-ewcck;woods;sun and shade
14sLvv_ykmE;planningtorock;w
Xa4YaYOdYAY;havok;time is up
ANJ3E5-p8Eo;death cab for cutie;codes and keys
SVy-uU84ApQ;theophilus london;lover's holiday ep
4GngIvsARm8;my morning jacket;circuital
oIR6GZakxM8;master musicians of bukkake;totem 3
Q3W2rJhXMEc;coma cinema;blue suicide
EpoCK7SOutg;boris;heavy rocks / attention please  s
NXcbNP9i2jw;lady gaga;born this way
orxEQ343cVo;elzhi;elmatic
UWcxXnus0zY;danger mouse & daniele luppi;"""the rose with the broken neck"" track"
Pj9pEejYtFc;balkans;titled
6Igq-xjJ31A;this will destroy you;tunnel blanket
WIyRRLBsukw;the uv race;homo
pbpDut3adjE;bon iver;"""calgary"" track"
O-6hnRcicVc;amon tobin;isam
nyHhmEHt5qo;jesu;ascension
hgryNZz-34Q;manchester orchestra;simple math
on1vkPNRFwg;liturgy;aesthethica
IMRNfB8l_tU;the lonely island;turtleneck and chain
j1JbIzOtBj4;wild beasts;smother
K5AU0BHLPh0;grouper;"""alien observer"" track"
IT2XYrIJHSA;tyler, the creator;goblin
AZegHBU-ffQ;death grips;exmilitary
5chNEtG0ETI;the antlers;burst apart
zNbdh-JzTDY;jamie woon;"""night air"" track"
ztqWF4z9kAw;fleet foxes;helplessness blues
qwRR5uCTvas;explosions in the sky;take care, take care, take care
qv-cNmuNi64;beastie boys;hot sauce committee part two
f6df3Yo-aSE;cunninlynguists;oneirology
1EWVlDIRUR4;bill callahan;apocalypse
deKmw1zDkGc;the kills;blood pressures
DSjCcInCqOk;tune;w h o k i l l
JEML7td1D3s;wormrot;dirge
1clWfouQyjg;rotten sound;cursed
IfnHn2hWWzA;foo fighters;wasting light
yEd2D-ukjZs;metronomy;the english riviera
lvnSmbU4nWY;crystal stilts;in love with oblivion
OwxUIz-Thwc;the weeknd;house of balloons
LNB3Cy4djB4;tv on the radio;nine types of light
5_Oi7Kr46A8;beastie boys;"""make some noise"" track"
mKM5Z5n8Mi0;timber timbre;creep on creepin' on
vph5xGBPCOE;the vaccines;what did you expect from the vaccines?
5PSH6cV4N-I;holy ghost!;holy ghost!
05JqiVVSJSk;panda bear;tomboy
bRPT-bxzQxw;trap them;darker handcraft
p1TcklAM0r4;boris;"""riot sugar"" track"
RG3E7xK6Oq4;big k.r.i.t.;returnof4eva
TOtTxtBWZ5k;bibio;mind bokeh
p5cXB3JA9Eg;justice;civilization track
DYEbtRPKnmw;craft spells;idle labor
JKqAHPICR60;the pains of being pure at heart;belong
d5o1V3lxGH0;the strokes;angles
nJqkgqRwqAw;reks;r.e.k.s.
RS6qsVXB7h8;burzum;fallen
ruD60TlP5ng;explosions in the sky;trembling hands track
USKRwIsBG04;raekwon;tang
Cy67iqBfdws;lupe fiasco;lasers
Gc0Jpf_25a4;tim hecker;ravedeath, 1972
_ccX1kbdU4U;weedeater;jason...the dragon
vqcaYZSjJE0;beady eye;different gear, still speeding
hNmz05kGJgo;the mountain goats;all eternals deck
Agg3HH0x_eA;siriusmo;mosaik
6ZYy4gP1J3s;yuck;titled
-F1V2oPhlso;fashawn;higher learning vol. 2
3-IGABC6rlU;pj harvey;let england shake
KtTU7nPAp5Q;toro y moi;underneath the pine
0BFLDVGvTrQ;colin stetson;new history warfare vol. 2: judges
FnfNcqX5AAA;radiohead;the king of limbs
Pc5Hutyj2AA;nicolas jaar;space is only noise
FGaO0divFf0;vreid;v
rcz78ic8CGw;lil b;angels exodus   (andy d, too!)
4DsiwriEgBE;mogwai;hardcore will never die, but you will
zzmpVAXSd9Y;tyler, the creator;yonkers track
OqPz7zvPn_I;the strokes;under cover of darkness track
HAaEjb9l180;natural child;titled 7'' ep
6YjqJdoHUZM;anamanaguchi;airbrushed track  (the strokes, too!)
Qqw9bnffDsY;james blake;james blake
k83AU5xksp0;cut copy;zonoscope
Pj6SHbpDnSc;earth;angels of darkness, demons of light i
HMTBo9huzi0;dumbo gets mad;elephants at the door
kLFGEHpPi3w;john vanderslice;white wilderness
uWzNiXXypE0;fleet foxes;helplessness blues track
mYez03fRUBs;braids;native speaker
kp-3jPaY7yU;kvelertak;titled
WhC9kcctI8s;the decemberists;the king is dead   (iron & wine, too!)
2IWjwiuBG4A;destroyer;kaputt
Y5Dy3MxEyTY;deerhoof;deerhoof vs evil
XtmTM3AIdLI;fergus & geronimo;unlearn
YTJ2dzQhSrM;white lies;ritual
q1go3WwvCvY;smith westerns;dye it blonde
X1nALCk5kMU;a;after school special
vtDvu9PVcJc;ghost;opus eponymous
PD-2gGas94M;cage the elephant;thank you, happy birthday
4EUEhF8BQOc;kanye west & jay;h.a.m. track  (tapes 'n tapes, too!)
PzKcgB0n5XE;british sea power;valhalla dancehall
QT3w-swBFd4;wire;red barked tree
o3aI489UkdI;cake;showroom of compassion
iE5p3GCzoxI;all pigs must die;titled
qrq1QohxWwU;jj;kills
j48qLgyg7PE;james blake;limit to your love track  (madvillain, too!)
tmgAH3ytu0Y;m.i.a.;vicki leekx
Cw0jTXZBwDY;shad;tsol
oxiaceqXWbA;gorillaz;the fall
Uu1_BYX8ars;big blood;dark country magic
szIb95UJ2YY;r.e.m.;discoverer track
qQrvfibimlk;lil b;i'm miley cyrus track
6urd4Zke2os;ghostface killah;apollo kids
9EIhfqzJEnk;the souljazz orchestra;rising sun
aVZ9A4Ehw_g;röyksopp;senior
iqD6M8V0A5U;anika;titled
nQe_rTrxGyA;kids & explosions;shit computer
AyzpDXRVbwA;skrillex;scary monsters and nice sprites ep
EZOQBqCPQHc;tonetta;777 volume one
_2RPGAA6p4E;tyler, the creator;bastard
yO9XxNq2njQ;daft punk;tron: legacy soundtrack /
edXP5f4CFT8;off!;first four eps
btaQdzwfvDM;maserati;pyramid of the sun
ty0id9qHcq8;glasser;ring
4fbSlv4whH4;cut copy;take me over track
iBvPmPp4Xbg;girls;broken dreams club ep
1uhI4H6dAG4;mogwai;rano pano track
2LVs5Ki7bjE;deathspell omega;devouring famine track
GMKfsj1fg5g;girl talk;all day
ASYMfU7wpiI;agalloch;marrow of the spirit
Jo4S2qlQGs0;kanye west;my beautiful dark twisted fantasy
S0igfnHzYwM;crystal castles;"""not in love"" ft. robert smith track"
oPQy0fn2Ypk;teebs;ardour
iJ5o99-MO7I;asobi seksu;trails track
yetM0u9wqck;weekend;sports
YQL2E353bPw;n.e.r.d;hypnotize u track
x217SO9VPwE;cee lo green;the lady killer
WjH-L0Pke7Q;matt & kim;sidewalks
hWJ40emz1ew;gold panda;lucky shiner
KOLkwwzrn7w;kid cudi;man on the moon ii: the legend of mr. rager
XvPpOLp-8LM;das racist;shut up, dude / sit down, man
RkumjdJ-Eew;brian eno;small craft on a milk sea
wumo4Urajx4;electric wizard;black masses
Gcxdgfr9gpw;how to dress well;love remains
tPBU6k_Y1KI;small black;new chain
j7BRmTNLRTc;bongripper;satan worshipping doom
Cy_FBsloKIk;diamond rings;special affections
6IBcwokLzbI;warpaint;the fool
rzj_j93PWdw;matthew dear;black city
fawZ5QbzcdE;wire;two minutes track
Oblv8bB5ZLQ;zach hill;face tat
xBxvMXOjHM4;kings of leon;come around sundown
9ZQyNDad3c0;the gaslamp killer;death gate ep
BNBfo24nEE8;avey tare;down there
edCRJuyXjl0;sharon van etten;epic
czrckuVdzUk;luke abbott;holkham drones
9J9VqG7mBxE;the fresh & onlys;play it strange
0_2WZbMsIeI;sufjan stevens;the age of adz
wpzMfharbwE;mark ronson & the business intl.;record collection
ZPPDUHY6QIs;brian eno;2 forms of anger track
CB-HKdkM7hg;twin shadow;forget
fNVNPtj1IsM;abe vigoda;crush
